User_ID,Age_Group,Gender,Location,Daily_Usage_Hours,Primary_App_Category,Screen_Time_Minutes,Data_Usage_GB_per_Month,Battery_Usage_Percentage,Addiction_Score_(1-10)
U1797,21-30,Male,Rural,3.75,Social Media,627,11.98,27,7
U1798,31-40,Female,Urban,4.39,Streaming,131,6.85,20,6
U1799,31-40,Female,Semi-Urban,3.54,Productivity,510,9.31,48,1
U1800,31-40,Female,Rural,3.34,Shopping,243,10.06,55,4
U1801,31-40,Other,Rural,2.58,Education,137,12.79,70,6
U1802,41-50,Other,Semi-Urban,4.79,Education,194,4.94,56,8
U1803,50+,Other,Semi-Urban,7.3,Shopping,632,13.56,88,10
U1804,21-30,Other,Rural,6.42,Gaming,364,11.27,72,4
U1805,21-30,Male,Rural,5.48,Productivity,115,13.99,71,7
U1806,31-40,Male,Urban,5.51,Gaming,453,14.74,31,3
U1807,31-40,Other,Urban,4.3,Education,642,10.87,71,8
U1808,15-20,Male,Rural,1.79,Streaming,393,14.44,20,1
U1809,50+,Male,Urban,3.95,Shopping,89,11.56,26,4
U1810,41-50,Female,Rural,3.05,Social Media,511,15.72,36,8
U1811,21-30,Female,Rural,4.73,Education,279,13.58,62,10
U1812,15-20,Female,Urban,6.35,Productivity,589,12.91,90,4
U1813,15-20,Female,Urban,7.46,Education,146,11.49,36,2
U1814,21-30,Male,Semi-Urban,4.6,Productivity,574,18.48,78,2
U1815,41-50,Other,Semi-Urban,2.0,Productivity,73,14.03,22,4
U1816,15-20,Male,Semi-Urban,4.59,Shopping,538,5.39,48,4
U1817,15-20,Male,Rural,4.63,Productivity,194,9.64,41,2
U1818,50+,Male,Urban,5.52,Gaming,397,10.86,57,7
U1819,41-50,Female,Rural,4.47,Streaming,321,11.99,73,6
U1820,15-20,Female,Urban,4.6,Education,315,12.88,69,3
U1821,41-50,Female,Rural,3.55,Streaming,233,7.28,88,8
U1822,21-30,Other,Semi-Urban,4.03,Social Media,713,11.66,49,8
U1823,31-40,Male,Semi-Urban,5.27,Education,553,10.43,42,1
U1824,15-20,Other,Semi-Urban,1.49,Streaming,150,17.42,66,3
U1825,50+,Female,Rural,4.02,Streaming,693,7.02,40,5
U1826,21-30,Other,Urban,5.53,Shopping,693,11.91,39,2
U1827,41-50,Male,Urban,6.96,Shopping,217,8.57,42,5
U1828,21-30,Male,Semi-Urban,3.9,Social Media,42,21.31,87,10
U1829,15-20,Female,Semi-Urban,6.28,Productivity,632,18.28,40,3
U1830,41-50,Female,Semi-Urban,7.04,Education,229,3.79,40,9
U1831,31-40,Other,Semi-Urban,3.92,Shopping,615,8.02,20,1
U1832,21-30,Female,Urban,3.66,Education,485,16.35,34,4
U1833,15-20,Female,Rural,4.23,Social Media,477,14.29,36,10
U1834,50+,Male,Rural,4.38,Shopping,100,14.13,70,6
U1835,41-50,Female,Rural,6.14,Shopping,619,12.95,82,9
U1836,21-30,Female,Rural,3.34,Productivity,159,16.76,33,3
U1837,21-30,Male,Semi-Urban,6.81,Education,72,15.9,78,3
U1838,31-40,Male,Semi-Urban,3.3,Education,549,10.55,69,5
U1839,31-40,Other,Semi-Urban,2.6,Education,42,6.0,53,7
U1840,50+,Female,Rural,5.29,Productivity,652,3.55,25,5
U1841,50+,Male,Semi-Urban,6.35,Shopping,564,11.48,68,8
U1842,15-20,Other,Semi-Urban,4.77,Social Media,331,2.8,25,5
U1843,15-20,Other,Urban,5.15,Education,556,13.25,88,7
U1844,50+,Female,Urban,7.43,Streaming,671,10.46,26,6
U1845,50+,Female,Semi-Urban,6.37,Productivity,602,21.72,96,10
U1846,41-50,Other,Urban,4.55,Gaming,144,13.72,70,2
U1847,31-40,Male,Urban,3.85,Social Media,489,11.85,20,3
U1848,15-20,Other,Semi-Urban,6.14,Streaming,534,3.92,32,4
U1849,31-40,Female,Semi-Urban,5.74,Education,337,5.69,62,5
U1850,31-40,Male,Semi-Urban,5.13,Gaming,354,15.41,46,9
U1851,50+,Male,Semi-Urban,4.01,Social Media,608,10.43,90,6
U1852,41-50,Other,Rural,4.39,Productivity,204,24.68,22,1
U1853,21-30,Female,Rural,4.28,Gaming,543,11.58,77,3
U1854,41-50,Other,Semi-Urban,4.03,Shopping,201,12.84,36,7
U1855,41-50,Other,Urban,3.6,Gaming,531,5.42,64,8
U1856,31-40,Other,Semi-Urban,4.9,Streaming,363,16.74,97,7
U1857,41-50,Male,Semi-Urban,3.53,Social Media,313,7.37,77,5
U1858,15-20,Male,Urban,4.77,Streaming,504,14.62,75,10
U1859,31-40,Female,Rural,1.35,Streaming,83,16.06,73,8
U1860,15-20,Female,Semi-Urban,3.6,Education,487,12.48,48,9
U1861,21-30,Other,Semi-Urban,6.15,Productivity,608,20.78,73,7
U1862,31-40,Other,Rural,3.15,Gaming,449,8.95,46,9
U1863,21-30,Other,Rural,5.39,Social Media,643,20.38,64,1
U1864,31-40,Female,Urban,3.27,Shopping,661,5.65,50,9
U1865,50+,Male,Rural,5.66,Productivity,438,16.0,55,3
U1866,41-50,Male,Rural,4.05,Productivity,333,11.29,80,6
U1867,50+,Other,Rural,4.0,Social Media,588,8.46,56,8
U1868,21-30,Other,Urban,4.58,Productivity,251,3.69,86,3
U1869,41-50,Other,Rural,2.48,Education,562,10.7,55,4
U1870,31-40,Other,Rural,5.96,Productivity,187,10.38,24,7
U1871,41-50,Female,Urban,6.46,Education,377,12.86,65,7
U1872,15-20,Male,Rural,3.96,Gaming,188,15.62,98,4
U1873,41-50,Other,Rural,5.29,Gaming,264,7.96,71,9
U1874,15-20,Female,Urban,5.67,Streaming,691,20.79,68,3
U1875,41-50,Other,Semi-Urban,4.36,Education,434,9.31,25,8
U1876,15-20,Other,Urban,2.84,Shopping,286,15.01,29,8
U1877,21-30,Male,Rural,6.89,Gaming,706,12.45,42,4
U1878,50+,Other,Rural,3.91,Productivity,618,11.01,36,7
U1879,31-40,Male,Rural,3.59,Social Media,626,12.2,63,4
U1880,41-50,Male,Urban,6.96,Social Media,587,7.3,60,1
U1881,50+,Male,Rural,5.42,Education,76,10.06,34,1
U1882,31-40,Female,Rural,4.89,Shopping,242,5.3,63,1
U1883,31-40,Female,Urban,3.04,Streaming,508,9.25,77,2
U1884,15-20,Male,Semi-Urban,5.7,Productivity,516,9.67,69,6
U1885,21-30,Other,Semi-Urban,8.84,Education,600,16.23,71,10
U1886,21-30,Male,Rural,5.82,Social Media,595,10.34,89,5
U1887,50+,Other,Urban,5.24,Education,371,9.76,87,2
U1888,21-30,Male,Rural,5.58,Productivity,553,13.1,82,8
U1889,41-50,Other,Urban,4.01,Shopping,532,12.9,77,9
U1890,21-30,Female,Urban,3.99,Shopping,35,9.04,42,7
U1891,50+,Other,Semi-Urban,3.97,Gaming,173,13.97,63,9
U1892,21-30,Male,Semi-Urban,3.64,Productivity,290,11.11,63,4
U1893,41-50,Female,Urban,3.97,Gaming,614,9.04,71,7
U1894,15-20,Other,Rural,3.96,Gaming,715,9.52,86,5
U1895,50+,Other,Semi-Urban,4.13,Gaming,261,16.75,47,5
U1896,15-20,Other,Rural,4.09,Education,299,9.67,86,3
U1897,15-20,Other,Semi-Urban,4.86,Social Media,476,13.31,97,9
U1898,15-20,Other,Semi-Urban,4.62,Shopping,251,5.59,37,10
U1899,31-40,Female,Rural,4.75,Education,81,17.58,46,5
U1900,31-40,Female,Semi-Urban,6.78,Social Media,145,9.09,70,6
U1901,15-20,Female,Semi-Urban,4.62,Shopping,567,14.0,79,3
U1902,50+,Female,Rural,7.82,Productivity,594,10.74,93,10
U1903,41-50,Male,Semi-Urban,5.03,Shopping,570,13.94,68,7
U1904,41-50,Female,Semi-Urban,3.83,Shopping,48,14.22,34,9
U1905,21-30,Other,Semi-Urban,6.52,Shopping,421,11.28,92,9
U1906,50+,Other,Rural,4.38,Streaming,658,2.67,87,10
U1907,31-40,Female,Urban,0.91,Productivity,647,17.46,34,10
U1908,15-20,Other,Rural,4.49,Education,448,11.3,70,5
U1909,21-30,Female,Urban,4.13,Education,338,13.84,67,7
U1910,41-50,Other,Semi-Urban,6.91,Social Media,215,15.46,91,3
U1911,31-40,Male,Urban,3.15,Education,290,9.71,20,6
U1912,31-40,Male,Rural,4.0,Gaming,557,14.59,26,8
U1913,15-20,Female,Rural,6.4,Shopping,302,8.26,72,8
U1914,41-50,Female,Semi-Urban,5.09,Education,189,13.94,50,2
U1915,50+,Female,Urban,4.24,Social Media,253,12.1,37,6
U1916,31-40,Other,Semi-Urban,3.37,Social Media,285,9.89,31,7
U1917,15-20,Female,Semi-Urban,5.03,Gaming,209,12.23,67,7
U1918,50+,Male,Rural,4.46,Social Media,49,6.72,49,3
U1919,41-50,Other,Urban,3.35,Streaming,653,13.55,26,9
U1920,31-40,Female,Urban,3.43,Shopping,661,14.06,22,2
U1921,50+,Other,Urban,3.28,Shopping,497,13.73,82,3
U1922,50+,Other,Urban,3.01,Shopping,652,19.51,25,2
U1923,50+,Female,Semi-Urban,5.9,Productivity,239,11.53,34,9
U1924,31-40,Other,Semi-Urban,5.7,Education,542,11.87,90,4
U1925,31-40,Male,Rural,5.9,Streaming,87,6.15,62,2
U1926,21-30,Male,Semi-Urban,4.51,Education,122,19.86,37,3
U1927,41-50,Other,Semi-Urban,4.14,Streaming,250,4.51,41,4
U1928,15-20,Female,Rural,4.16,Education,261,13.14,80,10
U1929,50+,Other,Rural,6.03,Gaming,393,8.93,80,6
U1930,21-30,Male,Rural,1.77,Social Media,644,12.31,72,5
U1931,15-20,Other,Semi-Urban,3.73,Social Media,591,5.46,45,3
U1932,21-30,Other,Semi-Urban,3.17,Gaming,403,16.46,59,10
U1933,31-40,Male,Rural,6.54,Streaming,651,7.22,27,8
U1934,50+,Other,Rural,3.78,Productivity,485,17.83,40,8
U1935,15-20,Other,Rural,2.05,Streaming,117,7.36,62,7
U1936,15-20,Female,Semi-Urban,4.84,Social Media,49,16.88,40,3
U1937,15-20,Female,Semi-Urban,3.94,Productivity,43,7.85,22,1
U1938,15-20,Male,Urban,3.66,Education,162,8.93,50,5
U1939,15-20,Male,Semi-Urban,3.51,Productivity,63,11.99,46,1
U1940,21-30,Male,Semi-Urban,3.45,Streaming,237,7.76,46,6
U1941,50+,Female,Semi-Urban,5.56,Gaming,228,7.61,92,7
U1942,31-40,Male,Rural,4.84,Education,621,7.82,76,5
U1943,31-40,Male,Semi-Urban,4.2,Streaming,612,13.59,52,4
U1944,31-40,Male,Rural,2.85,Education,184,12.0,63,2
U1945,31-40,Female,Urban,4.25,Productivity,619,12.26,62,5
U1946,21-30,Other,Urban,4.89,Social Media,107,10.38,50,9
U1947,41-50,Male,Rural,4.95,Streaming,201,14.74,84,4
U1948,50+,Other,Rural,4.74,Gaming,318,17.25,95,2
U1949,15-20,Male,Rural,3.12,Productivity,574,14.88,36,6
U1950,41-50,Other,Semi-Urban,0.9,Streaming,449,10.96,34,8
U1951,31-40,Female,Urban,7.2,Gaming,36,5.9,53,2
U1952,41-50,Female,Rural,2.54,Streaming,189,2.11,99,9
U1953,50+,Male,Semi-Urban,1.55,Productivity,269,11.68,23,7
U1954,15-20,Other,Urban,4.7,Streaming,452,2.03,91,2
U1955,15-20,Female,Semi-Urban,1.94,Education,565,11.0,98,5
U1956,50+,Male,Urban,3.29,Productivity,99,19.01,47,5
U1957,50+,Male,Semi-Urban,5.32,Streaming,245,6.23,92,7
U1958,31-40,Female,Urban,7.16,Social Media,133,5.57,21,5
U1959,15-20,Female,Urban,5.08,Streaming,83,15.18,36,6
U1960,41-50,Male,Semi-Urban,3.84,Education,359,1.0,77,9
U1961,21-30,Other,Rural,4.42,Gaming,232,13.91,93,3
U1962,21-30,Other,Urban,1.79,Gaming,317,19.34,28,3
U1963,50+,Other,Rural,3.82,Gaming,74,7.64,50,8
U1964,31-40,Male,Semi-Urban,3.83,Social Media,227,6.78,85,10
U1965,21-30,Female,Rural,4.73,Education,245,14.95,81,6
U1966,15-20,Male,Rural,7.41,Productivity,510,6.15,38,10
U1967,50+,Female,Rural,1.59,Gaming,338,16.05,93,3
U1968,41-50,Other,Rural,3.89,Education,464,6.55,74,2
U1969,50+,Other,Rural,1.75,Streaming,361,20.84,47,2
U1970,41-50,Female,Urban,3.74,Social Media,56,15.31,69,2
U1971,50+,Female,Urban,3.2,Education,195,12.19,84,5
U1972,50+,Male,Urban,2.26,Education,347,20.55,22,5
U1973,50+,Other,Semi-Urban,5.87,Productivity,303,17.16,98,1
U1974,41-50,Male,Rural,4.88,Education,412,13.84,71,2
U1975,41-50,Male,Urban,5.69,Productivity,394,2.68,29,2
U1976,50+,Male,Semi-Urban,3.7,Social Media,132,8.49,40,4
U1977,21-30,Other,Urban,4.39,Social Media,532,17.43,56,7
U1978,31-40,Male,Urban,6.89,Streaming,402,5.5,34,3
U1979,31-40,Male,Rural,4.5,Productivity,645,8.17,97,5
U1980,31-40,Male,Semi-Urban,5.71,Productivity,274,6.89,98,9
U1981,41-50,Male,Rural,3.57,Gaming,198,14.01,93,5
U1982,41-50,Male,Rural,5.57,Gaming,657,16.82,28,9
U1983,21-30,Male,Urban,3.68,Streaming,682,16.82,63,1
U1984,31-40,Other,Rural,1.66,Social Media,447,7.74,58,9
U1985,31-40,Male,Semi-Urban,4.49,Shopping,385,13.94,24,5
U1986,50+,Female,Rural,3.79,Gaming,507,7.5,44,8
U1987,41-50,Male,Rural,2.06,Education,154,10.95,75,5
U1988,31-40,Male,Rural,4.79,Social Media,566,14.6,83,6
U1989,21-30,Other,Urban,3.16,Shopping,641,17.31,91,8
U1990,21-30,Other,Semi-Urban,9.14,Education,431,1.25,71,2
U1991,31-40,Female,Urban,2.3,Productivity,546,12.49,95,3
U1992,41-50,Female,Urban,2.68,Social Media,560,19.04,28,9
U1993,21-30,Other,Urban,5.8,Streaming,711,13.16,29,5
U1994,50+,Other,Urban,4.3,Productivity,283,12.41,29,5
U1995,21-30,Male,Urban,5.77,Productivity,150,9.18,92,9
U1996,15-20,Other,Semi-Urban,5.07,Education,61,18.9,81,10
U1997,15-20,Female,Rural,3.63,Productivity,690,9.42,79,3
U1998,41-50,Male,Urban,2.43,Gaming,66,11.5,38,4
U1999,31-40,Female,Urban,6.11,Social Media,718,9.65,57,7
U2000,41-50,Male,Semi-Urban,2.57,Gaming,371,12.54,25,2
U2001,41-50,Other,Semi-Urban,5.34,Education,42,19.13,34,8
U2002,41-50,Female,Rural,5.88,Shopping,212,7.47,66,5
U2003,41-50,Male,Semi-Urban,4.31,Education,686,12.56,64,1
U2004,50+,Male,Rural,4.04,Social Media,294,13.96,24,3
U2005,50+,Other,Urban,3.02,Productivity,117,7.94,97,9
U2006,21-30,Other,Urban,5.19,Streaming,491,11.7,72,5
U2007,15-20,Other,Rural,0.5,Education,75,21.26,85,8
U2008,41-50,Female,Semi-Urban,5.57,Social Media,421,3.16,81,1
U2009,21-30,Male,Rural,4.68,Streaming,148,9.89,42,7
U2010,15-20,Other,Semi-Urban,4.17,Productivity,560,13.25,63,7
U2011,31-40,Female,Urban,4.86,Shopping,476,10.12,71,8
U2012,50+,Female,Semi-Urban,2.44,Education,635,26.43,65,3
U2013,15-20,Female,Rural,0.88,Shopping,75,14.74,38,1
U2014,31-40,Other,Rural,5.2,Social Media,537,6.78,66,9
U2015,15-20,Other,Urban,6.47,Shopping,587,1.0,71,1
U2016,50+,Male,Semi-Urban,1.89,Shopping,555,13.7,43,6
U2017,50+,Male,Semi-Urban,2.92,Social Media,626,8.22,36,9
U2018,21-30,Other,Semi-Urban,5.63,Social Media,32,18.44,65,2
U2019,41-50,Female,Urban,5.04,Education,57,10.63,83,4
U2020,15-20,Female,Semi-Urban,8.94,Shopping,410,9.16,47,2
U2021,15-20,Female,Rural,6.11,Streaming,186,9.07,69,4
U2022,31-40,Male,Semi-Urban,5.75,Social Media,540,16.93,83,2
U2023,50+,Female,Urban,3.35,Productivity,362,14.08,47,1
U2024,15-20,Male,Semi-Urban,5.29,Shopping,716,20.78,75,3
U2025,50+,Male,Semi-Urban,6.74,Social Media,143,10.92,78,8
U2026,15-20,Female,Rural,4.25,Streaming,418,16.31,24,5
U2027,21-30,Female,Semi-Urban,4.32,Education,516,16.4,73,4
U2028,41-50,Other,Rural,4.71,Shopping,279,15.37,63,5
U2029,15-20,Other,Rural,3.5,Social Media,600,9.45,61,6
U2030,50+,Female,Urban,4.9,Social Media,344,14.37,91,6
U2031,21-30,Male,Rural,4.87,Productivity,268,11.51,76,5
U2032,15-20,Male,Rural,6.72,Productivity,263,11.38,66,6
U2033,31-40,Male,Urban,4.22,Shopping,332,7.97,95,9
U2034,41-50,Male,Rural,5.51,Social Media,636,1.4,44,5
U2035,15-20,Male,Urban,4.26,Shopping,682,18.24,63,6
U2036,21-30,Other,Semi-Urban,5.46,Social Media,363,14.16,34,4
U2037,31-40,Female,Urban,4.12,Productivity,142,5.28,70,3
U2038,21-30,Other,Rural,5.36,Streaming,650,15.59,72,6
U2039,21-30,Male,Urban,5.59,Gaming,391,18.34,53,5
U2040,31-40,Male,Rural,2.9,Gaming,126,15.89,96,4
U2041,21-30,Male,Semi-Urban,6.15,Social Media,45,7.54,27,5
U2042,31-40,Male,Urban,4.25,Productivity,585,8.34,96,7
U2043,15-20,Female,Semi-Urban,3.8,Education,405,9.26,89,1
U2044,31-40,Male,Rural,3.43,Education,419,16.31,40,1
U2045,31-40,Female,Rural,4.95,Gaming,649,14.39,26,1
U2046,41-50,Male,Semi-Urban,4.49,Streaming,246,25.95,98,2
U2047,31-40,Female,Urban,5.06,Gaming,428,3.8,75,9
U2048,31-40,Other,Urban,5.09,Social Media,289,11.74,68,5
U2049,15-20,Male,Rural,5.41,Streaming,349,2.36,61,9
U2050,41-50,Female,Semi-Urban,8.66,Education,225,14.98,42,5
U2051,50+,Other,Semi-Urban,4.56,Productivity,507,17.33,71,7
U2052,15-20,Male,Urban,3.4,Productivity,447,19.21,98,6
U2053,15-20,Male,Urban,1.47,Social Media,504,12.94,72,2
U2054,50+,Male,Urban,2.71,Gaming,636,2.43,35,3
U2055,31-40,Female,Semi-Urban,6.35,Social Media,597,11.75,56,5
U2056,21-30,Female,Urban,5.58,Productivity,573,14.18,37,4
U2057,41-50,Other,Urban,2.48,Education,260,6.97,39,6
U2058,21-30,Female,Rural,8.2,Productivity,550,10.68,65,8
U2059,50+,Female,Urban,4.99,Streaming,229,5.61,21,8
U2060,15-20,Male,Urban,5.19,Shopping,702,8.94,82,3
U2061,15-20,Male,Semi-Urban,7.87,Productivity,628,16.56,22,4
U2062,41-50,Male,Semi-Urban,7.11,Productivity,50,15.4,65,1
U2063,15-20,Male,Rural,5.67,Shopping,340,5.02,68,2
U2064,15-20,Male,Urban,5.74,Streaming,617,8.48,20,9
U2065,41-50,Male,Rural,5.88,Gaming,682,12.29,41,10
U2066,41-50,Male,Semi-Urban,4.14,Productivity,667,13.13,33,10
U2067,50+,Other,Rural,4.93,Social Media,625,8.69,64,2
U2068,15-20,Other,Semi-Urban,5.36,Productivity,463,14.38,25,6
U2069,15-20,Other,Rural,4.31,Social Media,400,11.82,84,7
U2070,50+,Other,Rural,3.05,Streaming,589,1.0,40,6
U2071,31-40,Male,Urban,4.1,Productivity,107,9.14,23,8
U2072,31-40,Other,Rural,3.02,Streaming,571,9.0,22,9
U2073,31-40,Male,Urban,4.6,Streaming,314,15.39,49,8
U2074,50+,Other,Urban,1.83,Gaming,677,15.48,50,5
U2075,15-20,Female,Urban,5.01,Productivity,169,3.64,53,8
U2076,50+,Other,Urban,2.05,Social Media,582,14.19,39,10
U2077,50+,Other,Rural,3.89,Social Media,311,11.63,73,10
U2078,31-40,Male,Semi-Urban,5.26,Productivity,591,12.63,44,9
U2079,21-30,Other,Semi-Urban,5.69,Shopping,287,8.93,34,8
U2080,15-20,Female,Semi-Urban,5.51,Gaming,389,11.69,57,2
U2081,31-40,Male,Rural,4.98,Gaming,469,17.75,42,2
U2082,21-30,Male,Urban,2.82,Gaming,299,12.56,71,3
U2083,21-30,Other,Semi-Urban,5.97,Social Media,163,11.79,85,7
U2084,41-50,Male,Rural,2.86,Streaming,669,9.6,76,9
U2085,15-20,Male,Urban,6.14,Shopping,133,17.26,76,8
U2086,21-30,Male,Semi-Urban,5.44,Gaming,124,5.6,98,9
U2087,31-40,Male,Urban,6.54,Social Media,602,7.99,71,6
U2088,41-50,Male,Semi-Urban,4.54,Social Media,509,5.31,54,1
U2089,15-20,Male,Semi-Urban,3.27,Streaming,270,13.0,93,4
U2090,50+,Female,Semi-Urban,2.56,Productivity,42,17.9,33,6
U2091,31-40,Other,Urban,2.73,Productivity,176,10.36,33,6
U2092,21-30,Female,Rural,2.04,Gaming,630,6.65,52,8
U2093,21-30,Male,Urban,5.91,Gaming,124,20.18,71,1
U2094,31-40,Male,Semi-Urban,6.1,Shopping,322,14.26,20,2
U2095,21-30,Other,Urban,5.33,Streaming,54,13.39,53,2
U2096,41-50,Female,Rural,4.45,Gaming,301,11.05,38,6
U2097,15-20,Other,Urban,7.59,Streaming,534,15.35,43,7
U2098,41-50,Female,Rural,4.35,Social Media,195,13.31,23,2
U2099,21-30,Male,Rural,4.83,Gaming,116,9.59,55,5
U2100,50+,Other,Urban,4.43,Social Media,683,10.43,96,6
U2101,15-20,Other,Semi-Urban,3.99,Education,675,6.9,77,4
U2102,15-20,Male,Rural,5.45,Streaming,667,6.28,51,1
U2103,31-40,Other,Urban,3.55,Education,520,10.52,28,3
U2104,31-40,Female,Rural,3.45,Gaming,170,17.77,99,10
U2105,50+,Female,Semi-Urban,5.52,Social Media,132,6.83,86,9
U2106,15-20,Female,Urban,3.75,Gaming,255,16.18,39,6
U2107,50+,Female,Urban,4.7,Education,604,8.01,93,2
U2108,31-40,Male,Urban,3.99,Gaming,323,3.07,81,9
U2109,31-40,Other,Semi-Urban,4.48,Shopping,335,14.73,77,4
U2110,15-20,Female,Rural,3.49,Productivity,283,20.14,41,8
U2111,41-50,Male,Urban,3.54,Education,209,7.72,86,10
U2112,21-30,Other,Rural,3.27,Gaming,69,4.15,94,7
U2113,31-40,Other,Rural,5.76,Social Media,549,14.27,67,3
U2114,31-40,Male,Semi-Urban,4.76,Gaming,645,7.38,27,8
U2115,41-50,Male,Urban,5.88,Social Media,575,14.68,92,4
U2116,41-50,Female,Rural,6.04,Productivity,265,17.76,34,2
U2117,50+,Other,Urban,3.81,Gaming,492,13.65,51,5
U2118,50+,Other,Urban,5.82,Productivity,257,16.05,72,1
U2119,21-30,Male,Semi-Urban,4.48,Education,512,16.08,86,8
U2120,21-30,Other,Urban,4.26,Social Media,459,16.95,23,8
U2121,15-20,Female,Urban,6.38,Shopping,51,12.23,49,3
U2122,50+,Other,Rural,5.33,Education,372,15.9,32,1
U2123,31-40,Male,Semi-Urban,3.97,Social Media,69,12.82,40,4
U2124,50+,Male,Urban,5.23,Productivity,202,13.96,60,9
U2125,31-40,Female,Rural,2.6,Streaming,468,27.26,38,9
U2126,41-50,Female,Semi-Urban,4.87,Gaming,208,13.21,67,1
U2127,50+,Other,Semi-Urban,2.25,Productivity,627,4.51,82,7
U2128,41-50,Other,Rural,3.02,Social Media,162,11.01,39,6
U2129,21-30,Male,Rural,5.38,Social Media,380,10.45,83,7
U2130,21-30,Female,Rural,0.5,Social Media,554,10.68,56,7
U2131,15-20,Female,Rural,7.2,Social Media,569,16.77,50,8
U2132,50+,Female,Rural,5.75,Gaming,535,17.65,93,8
U2133,41-50,Other,Urban,1.74,Education,113,11.47,37,10
U2134,31-40,Female,Urban,8.1,Shopping,493,5.04,39,2
U2135,21-30,Male,Semi-Urban,8.51,Streaming,372,12.5,30,4
U2136,21-30,Male,Urban,4.23,Gaming,309,9.28,63,4
U2137,31-40,Other,Urban,3.11,Social Media,292,13.05,83,10
U2138,41-50,Other,Urban,7.03,Gaming,195,11.4,53,8
U2139,41-50,Female,Rural,3.98,Productivity,322,18.08,84,3
U2140,50+,Other,Semi-Urban,4.74,Shopping,538,13.37,74,3
U2141,50+,Male,Semi-Urban,6.33,Social Media,609,9.3,93,2
U2142,15-20,Female,Semi-Urban,4.27,Streaming,255,5.07,20,1
U2143,21-30,Male,Semi-Urban,4.14,Social Media,199,11.76,57,8
U2144,50+,Female,Urban,2.59,Shopping,627,11.78,28,9
U2145,41-50,Other,Urban,3.55,Streaming,674,10.69,90,9
U2146,31-40,Female,Rural,4.11,Shopping,477,15.88,36,8
U2147,41-50,Female,Semi-Urban,2.64,Streaming,719,5.09,71,5
U2148,21-30,Male,Urban,2.78,Education,531,8.19,37,1
U2149,41-50,Male,Urban,4.55,Education,556,12.26,82,9
U2150,15-20,Female,Rural,1.73,Gaming,408,9.2,52,6
U2151,21-30,Other,Rural,3.18,Gaming,230,10.22,23,7
U2152,31-40,Other,Rural,7.42,Streaming,648,11.7,94,8
U2153,15-20,Male,Urban,3.98,Social Media,279,15.43,71,5
U2154,21-30,Other,Urban,3.79,Productivity,438,11.5,28,6
U2155,31-40,Male,Rural,3.98,Productivity,630,2.15,83,7
U2156,15-20,Other,Semi-Urban,4.0,Social Media,154,8.99,49,7
U2157,15-20,Female,Rural,5.36,Social Media,142,14.48,27,2
U2158,21-30,Male,Rural,5.26,Education,166,15.81,24,1
U2159,50+,Male,Rural,3.91,Productivity,525,16.09,95,8
U2160,15-20,Female,Rural,4.18,Streaming,707,17.51,82,5
U2161,15-20,Male,Urban,6.47,Shopping,179,12.59,20,10
U2162,31-40,Other,Semi-Urban,2.23,Gaming,372,13.32,34,2
U2163,41-50,Other,Rural,4.41,Shopping,609,6.93,57,3
U2164,21-30,Male,Semi-Urban,4.7,Education,350,1.13,61,6
U2165,21-30,Other,Semi-Urban,3.33,Productivity,561,4.91,65,10
U2166,50+,Male,Semi-Urban,4.33,Social Media,318,8.49,72,6
U2167,50+,Female,Rural,3.13,Productivity,518,5.2,45,8
U2168,21-30,Male,Urban,5.46,Streaming,521,10.54,80,5
U2169,50+,Female,Rural,2.49,Education,641,9.69,86,5
U2170,31-40,Other,Semi-Urban,6.09,Social Media,281,16.69,73,7
U2171,21-30,Female,Semi-Urban,4.39,Shopping,106,7.15,41,10
U2172,50+,Other,Urban,3.83,Streaming,676,12.7,45,5
U2173,21-30,Male,Rural,2.99,Shopping,421,9.9,79,9
U2174,41-50,Other,Semi-Urban,6.05,Gaming,441,6.97,58,6
U2175,15-20,Male,Urban,3.52,Education,202,8.36,55,7
U2176,21-30,Male,Semi-Urban,2.75,Streaming,230,1.74,40,8
U2177,15-20,Female,Urban,6.08,Streaming,246,15.74,60,5
U2178,50+,Female,Urban,3.14,Shopping,405,19.01,67,4
U2179,15-20,Female,Rural,4.36,Social Media,615,10.66,45,8
U2180,21-30,Female,Semi-Urban,5.73,Gaming,40,12.15,82,10
U2181,41-50,Other,Rural,4.74,Shopping,41,10.52,96,9
U2182,50+,Other,Semi-Urban,7.1,Streaming,619,7.9,55,1
U2183,21-30,Other,Rural,3.25,Education,464,15.52,43,3
U2184,50+,Male,Semi-Urban,4.18,Streaming,713,13.6,40,4
U2185,31-40,Other,Rural,4.3,Productivity,637,1.0,37,7
U2186,15-20,Other,Urban,5.43,Education,402,6.83,34,6
U2187,31-40,Other,Semi-Urban,6.43,Education,302,1.73,98,10
U2188,21-30,Female,Semi-Urban,4.61,Streaming,605,19.78,25,10
U2189,41-50,Other,Urban,4.29,Social Media,538,11.14,62,1
U2190,50+,Male,Rural,2.28,Education,161,13.2,50,4
U2191,15-20,Female,Semi-Urban,4.67,Productivity,348,10.23,47,6
U2192,50+,Male,Semi-Urban,3.52,Shopping,650,17.51,27,3
U2193,21-30,Other,Rural,5.43,Social Media,197,16.3,48,2
U2194,50+,Female,Urban,3.89,Social Media,426,10.92,40,2
U2195,15-20,Male,Rural,4.14,Social Media,209,20.59,77,10
