student_id,roll_number,department,program,specialization,gender,age,domicile_state,category,study_hours_per_day,attendance_percentage,sgpa,percentage,teaching_method,learning_style
453,ROLL0453,MCA,MCA,Data Science,Female,18,Delhi,SC,9.1,62.66,8.14,68.81,Online,Auditory
454,ROLL0454,IT,MCA,Data Science,Male,18,Delhi,General,1.8,75.97,9.64,52.17,Hybrid,Visual
455,ROLL0455,ECE,MCA,Cloud,Male,19,Punjab,SC,2.9,78.66,9.27,57.86,Traditional,Kinesthetic
456,ROLL0456,BCA,MCA,Cyber Security,Male,23,Punjab,ST,4.6,63.1,8.17,60.56,Online,Kinesthetic
457,ROLL0457,CSE,B.Tech,Data Science,Female,26,Haryana,SC,8.1,77.86,9.19,75.74,Hybrid,Auditory
458,ROLL0458,ECE,MCA,Cloud,Male,26,Haryana,ST,4.9,72.75,8.33,66.0,Hybrid,Kinesthetic
459,ROLL0459,MCA,B.Tech,AI,Female,24,Bihar,OBC,1.2,75.72,8.1,47.27,Online,Auditory
460,ROLL0460,ECE,BCA,Cyber Security,Female,21,UP,ST,2.3,95.6,7.38,57.12,Online,Auditory
461,ROLL0461,IT,BCA,Data Science,Female,18,Haryana,OBC,4.1,80.69,7.52,64.48,Hybrid,Kinesthetic
462,ROLL0462,ECE,MCA,Cyber Security,Male,21,Punjab,General,7.1,84.23,7.46,77.93,Online,Visual
463,ROLL0463,IT,B.Tech,Software Engg,Male,23,Bihar,General,6.2,82.39,6.42,63.03,Online,Kinesthetic
464,ROLL0464,MCA,B.Tech,Data Science,Male,23,Delhi,OBC,9.3,76.57,7.58,78.39,Hybrid,Visual
465,ROLL0465,ECE,BCA,Cloud,Female,24,UP,OBC,7.8,78.34,7.16,72.93,Online,Visual
466,ROLL0466,MCA,B.Tech,Cyber Security,Female,21,Bihar,SC,5.0,99.79,8.18,66.14,Traditional,Auditory
467,ROLL0467,MCA,MCA,Cyber Security,Female,19,Delhi,General,1.3,98.83,9.09,53.81,Online,Visual
468,ROLL0468,MCA,BCA,Cloud,Female,20,Punjab,General,2.5,69.88,9.35,59.49,Online,Visual
469,ROLL0469,ECE,BCA,Cloud,Male,22,Haryana,SC,3.7,70.37,6.78,60.26,Online,Kinesthetic
470,ROLL0470,CSE,B.Tech,Software Engg,Female,25,Punjab,ST,9.7,82.31,7.39,76.74,Online,Kinesthetic
471,ROLL0471,MCA,B.Tech,Cloud,Female,20,Delhi,OBC,10.0,66.02,9.27,83.16,Hybrid,Kinesthetic
472,ROLL0472,BCA,B.Tech,Cloud,Female,20,Delhi,SC,8.9,84.94,8.28,73.43,Traditional,Auditory
473,ROLL0473,BCA,MCA,Data Science,Female,20,Bihar,SC,2.8,75.81,6.16,71.62,Hybrid,Kinesthetic
474,ROLL0474,IT,BCA,AI,Female,23,Bihar,ST,2.2,83.72,8.4,49.09,Hybrid,Visual
475,ROLL0475,CSE,MCA,AI,Female,18,Delhi,General,5.8,94.8,6.52,65.59,Online,Visual
476,ROLL0476,ECE,B.Tech,Cloud,Male,23,UP,SC,7.1,78.67,6.14,72.7,Hybrid,Auditory
477,ROLL0477,MCA,BCA,Software Engg,Male,24,Punjab,SC,2.3,78.51,9.92,62.53,Hybrid,Auditory
478,ROLL0478,BCA,B.Tech,Data Science,Female,25,UP,OBC,4.4,71.43,6.81,62.94,Hybrid,Kinesthetic
479,ROLL0479,CSE,B.Tech,Cloud,Male,22,UP,ST,5.0,84.23,9.67,71.81,Traditional,Auditory
480,ROLL0480,IT,BCA,AI,Female,21,Bihar,SC,9.8,76.3,9.31,75.24,Online,Visual
481,ROLL0481,ECE,B.Tech,Cloud,Male,25,Bihar,OBC,8.3,79.06,9.98,67.98,Online,Kinesthetic
482,ROLL0482,IT,BCA,Software Engg,Female,24,Punjab,ST,1.6,95.34,7.79,59.62,Online,Auditory
483,ROLL0483,IT,MCA,Software Engg,Female,22,Punjab,General,1.2,79.07,8.75,58.36,Traditional,Auditory
484,ROLL0484,CSE,MCA,Cyber Security,Female,25,UP,SC,4.2,92.18,7.12,68.11,Hybrid,Visual
485,ROLL0485,MCA,MCA,Cyber Security,Female,22,UP,SC,5.8,91.74,9.96,66.78,Online,Auditory
486,ROLL0486,IT,MCA,AI,Male,22,UP,ST,7.7,65.71,9.01,71.32,Traditional,Auditory
487,ROLL0487,CSE,B.Tech,Cloud,Female,24,Delhi,General,8.4,92.37,9.54,72.1,Traditional,Auditory
488,ROLL0488,IT,BCA,Data Science,Female,23,UP,OBC,5.4,63.11,7.63,67.77,Hybrid,Kinesthetic
489,ROLL0489,CSE,B.Tech,AI,Male,20,Delhi,OBC,3.8,81.97,8.53,70.03,Traditional,Visual
490,ROLL0490,IT,MCA,Cloud,Male,24,Punjab,General,5.7,71.98,6.31,70.46,Hybrid,Kinesthetic
491,ROLL0491,CSE,B.Tech,Cloud,Male,25,Bihar,ST,8.6,69.69,7.91,78.04,Online,Visual
492,ROLL0492,IT,MCA,Data Science,Male,25,Haryana,General,3.7,69.3,7.12,57.32,Traditional,Kinesthetic
493,ROLL0493,BCA,MCA,Cloud,Female,24,Bihar,SC,3.6,66.09,7.06,61.1,Hybrid,Visual
494,ROLL0494,BCA,BCA,AI,Female,22,Bihar,General,3.0,85.62,9.92,57.29,Hybrid,Auditory
495,ROLL0495,ECE,B.Tech,Software Engg,Male,21,Punjab,ST,2.9,76.64,9.04,61.69,Hybrid,Auditory
496,ROLL0496,BCA,MCA,AI,Female,19,Punjab,ST,6.6,62.87,8.73,65.55,Traditional,Visual
497,ROLL0497,MCA,MCA,Data Science,Male,24,UP,General,7.4,92.9,9.22,77.5,Traditional,Auditory
498,ROLL0498,MCA,BCA,Cyber Security,Male,19,Punjab,SC,7.5,76.06,6.63,86.3,Traditional,Auditory
499,ROLL0499,BCA,B.Tech,Data Science,Female,18,Delhi,ST,2.2,85.18,6.22,52.49,Online,Kinesthetic
500,ROLL0500,IT,BCA,Cloud,Male,23,Punjab,ST,5.6,61.87,7.1,72.41,Online,Auditory
501,ROLL0501,IT,MCA,Cloud,Male,26,Haryana,General,9.1,83.33,7.87,79.7,Online,Kinesthetic
502,ROLL0502,ECE,BCA,Software Engg,Female,21,Haryana,SC,4.2,70.82,9.37,61.73,Traditional,Visual
503,ROLL0503,MCA,B.Tech,Cloud,Male,20,Delhi,OBC,8.1,95.67,7.74,73.17,Hybrid,Auditory
504,ROLL0504,MCA,MCA,Software Engg,Male,18,Haryana,SC,1.8,87.48,7.98,59.18,Online,Kinesthetic
505,ROLL0505,ECE,B.Tech,Software Engg,Male,22,Punjab,ST,9.4,93.77,8.7,76.13,Online,Visual
506,ROLL0506,MCA,MCA,Cloud,Male,26,Bihar,ST,9.7,90.44,9.8,76.06,Online,Auditory
507,ROLL0507,IT,B.Tech,Software Engg,Male,22,UP,General,3.7,64.21,9.13,58.91,Traditional,Kinesthetic
508,ROLL0508,IT,B.Tech,Cloud,Female,20,Haryana,ST,5.5,75.4,9.46,67.2,Online,Kinesthetic
509,ROLL0509,CSE,B.Tech,Data Science,Male,26,Bihar,ST,5.1,68.36,7.47,62.76,Online,Visual
510,ROLL0510,ECE,BCA,Cyber Security,Female,19,UP,ST,2.7,82.08,7.66,57.36,Traditional,Visual
511,ROLL0511,IT,B.Tech,Software Engg,Female,24,Haryana,General,2.9,86.29,7.89,57.33,Hybrid,Auditory
512,ROLL0512,CSE,B.Tech,Cyber Security,Female,24,Punjab,OBC,6.5,71.81,6.55,71.33,Traditional,Kinesthetic
513,ROLL0513,MCA,BCA,Software Engg,Female,23,Delhi,ST,2.1,89.48,9.9,56.99,Online,Auditory
514,ROLL0514,CSE,MCA,Software Engg,Female,20,Punjab,ST,2.8,95.61,7.15,56.7,Traditional,Auditory
515,ROLL0515,ECE,B.Tech,Data Science,Female,22,Bihar,General,7.0,92.93,9.13,66.37,Hybrid,Kinesthetic
516,ROLL0516,IT,MCA,Cyber Security,Female,20,Delhi,SC,9.2,93.53,8.84,78.11,Hybrid,Auditory
517,ROLL0517,CSE,BCA,Cloud,Male,26,Punjab,General,5.4,76.17,8.12,65.81,Hybrid,Auditory
518,ROLL0518,IT,B.Tech,Software Engg,Female,21,Bihar,General,9.7,80.76,8.71,79.18,Online,Auditory
519,ROLL0519,MCA,B.Tech,AI,Male,26,Haryana,SC,5.1,70.69,6.88,61.48,Traditional,Visual
520,ROLL0520,CSE,MCA,Software Engg,Male,22,UP,OBC,2.1,70.62,6.07,56.98,Traditional,Kinesthetic
521,ROLL0521,IT,MCA,Cloud,Male,22,Delhi,OBC,4.1,89.56,6.89,67.08,Traditional,Visual
522,ROLL0522,MCA,B.Tech,Data Science,Female,26,Punjab,General,6.8,98.97,9.39,80.0,Hybrid,Auditory
523,ROLL0523,MCA,BCA,Cyber Security,Female,21,Bihar,SC,5.9,93.19,8.42,63.03,Hybrid,Visual
524,ROLL0524,ECE,BCA,Data Science,Male,19,Bihar,General,9.1,88.41,9.75,73.97,Traditional,Kinesthetic
525,ROLL0525,IT,MCA,Cloud,Female,23,Punjab,General,5.4,89.9,7.9,66.3,Online,Auditory
526,ROLL0526,CSE,BCA,Software Engg,Male,26,Bihar,OBC,4.3,69.02,6.78,64.05,Traditional,Visual
527,ROLL0527,IT,BCA,Cyber Security,Male,25,Haryana,SC,6.6,91.25,8.31,71.43,Online,Auditory
528,ROLL0528,BCA,BCA,AI,Female,18,Haryana,SC,9.2,66.56,8.57,75.75,Hybrid,Kinesthetic
529,ROLL0529,CSE,B.Tech,Software Engg,Male,26,Punjab,General,4.1,96.7,7.16,67.24,Hybrid,Auditory
530,ROLL0530,MCA,B.Tech,Cyber Security,Female,21,Bihar,SC,7.2,87.6,9.72,71.22,Hybrid,Auditory
531,ROLL0531,BCA,MCA,Cloud,Male,22,UP,SC,6.7,77.91,6.54,70.29,Traditional,Auditory
532,ROLL0532,BCA,BCA,Data Science,Male,19,Bihar,ST,9.7,84.84,9.71,82.02,Hybrid,Kinesthetic
533,ROLL0533,IT,B.Tech,Cloud,Male,25,Delhi,OBC,5.9,67.21,7.83,73.14,Online,Visual
534,ROLL0534,ECE,BCA,Data Science,Male,19,UP,General,2.9,62.0,9.37,59.61,Traditional,Kinesthetic
535,ROLL0535,BCA,MCA,Cyber Security,Male,22,Punjab,OBC,8.7,69.68,9.84,76.34,Online,Kinesthetic
536,ROLL0536,BCA,MCA,Cyber Security,Male,23,UP,ST,4.9,83.74,6.29,66.36,Traditional,Kinesthetic
537,ROLL0537,MCA,B.Tech,Data Science,Male,18,Punjab,OBC,1.1,60.57,9.32,49.19,Hybrid,Visual
538,ROLL0538,BCA,B.Tech,Cyber Security,Male,24,UP,SC,9.6,80.86,9.91,85.38,Traditional,Kinesthetic
539,ROLL0539,BCA,B.Tech,Data Science,Male,24,Punjab,ST,4.5,94.17,9.09,58.21,Traditional,Kinesthetic
540,ROLL0540,CSE,BCA,AI,Male,23,Haryana,SC,8.0,98.41,9.05,70.25,Traditional,Visual
541,ROLL0541,CSE,BCA,Cloud,Male,22,UP,ST,6.4,93.42,9.14,73.67,Hybrid,Visual
542,ROLL0542,BCA,MCA,Cloud,Female,25,Bihar,ST,3.0,72.87,9.39,48.42,Online,Auditory
543,ROLL0543,BCA,BCA,Cloud,Male,21,Delhi,General,8.3,70.15,6.98,79.32,Online,Visual
544,ROLL0544,MCA,BCA,Cyber Security,Male,20,Haryana,ST,3.6,75.91,9.68,59.71,Hybrid,Auditory
545,ROLL0545,ECE,MCA,AI,Female,20,Haryana,SC,5.5,80.51,7.93,62.84,Hybrid,Visual
546,ROLL0546,ECE,MCA,Cloud,Female,18,Punjab,General,1.5,77.77,7.1,55.71,Hybrid,Kinesthetic
547,ROLL0547,ECE,MCA,Software Engg,Female,19,Delhi,OBC,8.1,70.04,8.26,81.19,Hybrid,Visual
548,ROLL0548,MCA,B.Tech,Cloud,Female,24,Punjab,OBC,9.1,95.09,9.9,71.08,Online,Visual
549,ROLL0549,IT,MCA,Cyber Security,Male,21,UP,General,5.6,68.83,6.16,64.76,Hybrid,Visual
550,ROLL0550,CSE,BCA,Cloud,Female,20,UP,SC,6.2,77.46,8.32,72.03,Online,Visual
551,ROLL0551,BCA,BCA,Software Engg,Female,25,Delhi,OBC,3.9,93.59,6.58,66.1,Traditional,Auditory
552,ROLL0552,BCA,BCA,Cloud,Male,21,Haryana,General,4.6,90.52,9.29,63.04,Traditional,Auditory
553,ROLL0553,CSE,MCA,Cyber Security,Male,24,Delhi,OBC,5.5,68.19,8.36,63.75,Hybrid,Visual
554,ROLL0554,BCA,BCA,Software Engg,Male,20,Delhi,SC,1.3,85.44,7.46,48.77,Traditional,Auditory
555,ROLL0555,BCA,BCA,Data Science,Female,19,Haryana,ST,5.6,76.38,9.24,64.41,Traditional,Visual
556,ROLL0556,IT,BCA,Cyber Security,Male,19,Haryana,SC,8.0,74.1,9.3,78.79,Online,Auditory
557,ROLL0557,ECE,B.Tech,Software Engg,Female,22,Delhi,OBC,8.9,81.56,7.13,74.18,Hybrid,Auditory
558,ROLL0558,BCA,B.Tech,Cloud,Female,23,Haryana,SC,7.9,60.0,7.67,73.29,Hybrid,Auditory
559,ROLL0559,IT,MCA,Cyber Security,Female,23,Bihar,General,4.3,88.93,6.8,67.87,Traditional,Visual
560,ROLL0560,MCA,BCA,AI,Male,21,UP,OBC,7.6,98.67,6.9,71.99,Hybrid,Kinesthetic
561,ROLL0561,IT,BCA,Software Engg,Male,26,UP,OBC,7.7,93.94,7.69,67.79,Hybrid,Kinesthetic
562,ROLL0562,BCA,BCA,Cyber Security,Male,23,UP,General,3.3,70.86,6.5,53.91,Traditional,Auditory
563,ROLL0563,IT,MCA,Data Science,Male,24,Haryana,OBC,4.7,68.82,9.05,58.24,Online,Visual
564,ROLL0564,CSE,MCA,Cloud,Female,26,UP,SC,5.9,88.37,6.67,68.41,Hybrid,Kinesthetic
565,ROLL0565,CSE,MCA,Cloud,Female,26,UP,ST,3.4,85.14,7.93,62.58,Hybrid,Visual
566,ROLL0566,BCA,B.Tech,Cloud,Male,26,Punjab,OBC,2.2,82.4,9.12,55.87,Hybrid,Auditory
567,ROLL0567,MCA,MCA,Software Engg,Male,24,Haryana,OBC,2.5,98.9,7.8,55.73,Online,Visual
568,ROLL0568,CSE,B.Tech,Cloud,Male,24,UP,General,5.2,96.84,8.78,63.71,Hybrid,Kinesthetic
569,ROLL0569,IT,MCA,Cloud,Male,22,Bihar,SC,8.7,73.78,6.12,79.31,Hybrid,Kinesthetic
570,ROLL0570,CSE,BCA,Cloud,Female,24,UP,OBC,8.7,88.05,8.91,70.53,Online,Auditory
571,ROLL0571,CSE,BCA,Software Engg,Female,21,Bihar,OBC,5.9,72.48,7.93,55.52,Traditional,Auditory
572,ROLL0572,ECE,BCA,Software Engg,Female,25,UP,General,4.5,61.01,9.36,64.22,Hybrid,Visual
573,ROLL0573,IT,MCA,Data Science,Male,20,Delhi,General,8.2,84.64,9.37,75.26,Online,Kinesthetic
574,ROLL0574,BCA,MCA,Software Engg,Male,22,Bihar,OBC,7.4,81.37,8.16,67.71,Online,Visual
575,ROLL0575,ECE,B.Tech,Cloud,Female,20,Punjab,SC,5.5,88.74,9.45,68.96,Hybrid,Kinesthetic
576,ROLL0576,ECE,MCA,Cloud,Male,26,Haryana,General,9.6,69.07,9.52,76.17,Hybrid,Visual
577,ROLL0577,BCA,BCA,Software Engg,Male,22,Bihar,General,2.4,72.39,7.16,59.08,Online,Kinesthetic
578,ROLL0578,MCA,MCA,Data Science,Female,19,Bihar,General,1.6,72.51,9.74,58.85,Traditional,Auditory
579,ROLL0579,ECE,B.Tech,AI,Male,18,Bihar,SC,8.5,96.24,6.05,73.65,Traditional,Auditory
580,ROLL0580,CSE,B.Tech,Data Science,Female,18,Bihar,ST,1.2,75.63,6.77,54.32,Hybrid,Kinesthetic
581,ROLL0581,IT,B.Tech,Cloud,Female,18,UP,General,9.4,77.22,9.51,71.04,Traditional,Visual
582,ROLL0582,IT,BCA,Cyber Security,Male,22,Haryana,SC,3.6,77.31,8.74,63.79,Hybrid,Visual
583,ROLL0583,CSE,BCA,AI,Male,24,Haryana,SC,1.6,68.22,7.53,52.01,Traditional,Auditory
584,ROLL0584,MCA,B.Tech,Software Engg,Male,25,UP,OBC,4.8,90.04,6.41,66.1,Traditional,Visual
585,ROLL0585,CSE,B.Tech,AI,Female,18,Delhi,SC,3.5,77.28,9.92,60.66,Online,Kinesthetic
586,ROLL0586,ECE,BCA,AI,Female,26,Bihar,SC,1.9,81.91,9.92,51.91,Hybrid,Visual
587,ROLL0587,ECE,MCA,Software Engg,Female,20,Punjab,OBC,7.6,88.18,7.69,67.26,Hybrid,Visual
588,ROLL0588,ECE,MCA,Data Science,Male,25,Punjab,SC,2.8,79.32,7.07,50.09,Traditional,Kinesthetic
589,ROLL0589,MCA,BCA,Data Science,Male,23,Haryana,General,6.9,98.74,8.41,70.28,Online,Auditory
590,ROLL0590,MCA,B.Tech,Cloud,Female,19,Bihar,ST,7.3,78.32,6.37,72.83,Online,Auditory
591,ROLL0591,MCA,B.Tech,AI,Female,18,Bihar,ST,3.4,60.6,9.86,64.26,Hybrid,Visual
592,ROLL0592,IT,BCA,Cyber Security,Male,19,Haryana,OBC,7.0,83.34,8.1,65.26,Traditional,Auditory
593,ROLL0593,ECE,BCA,Data Science,Female,25,Punjab,General,8.8,97.87,6.42,79.16,Online,Auditory
594,ROLL0594,CSE,BCA,Data Science,Female,18,Delhi,SC,6.3,88.05,8.72,70.6,Hybrid,Visual
595,ROLL0595,BCA,MCA,AI,Female,21,UP,General,1.1,83.32,7.01,56.16,Online,Auditory
596,ROLL0596,BCA,BCA,Cloud,Male,23,Haryana,OBC,7.5,84.69,8.96,72.19,Online,Visual
597,ROLL0597,CSE,MCA,Software Engg,Male,22,Haryana,ST,9.8,64.08,6.03,75.08,Online,Kinesthetic
598,ROLL0598,IT,B.Tech,AI,Male,26,UP,ST,9.2,77.36,7.03,76.9,Hybrid,Kinesthetic
599,ROLL0599,ECE,B.Tech,Cloud,Female,19,Punjab,General,4.9,99.85,6.92,74.53,Online,Auditory
600,ROLL0600,ECE,B.Tech,Software Engg,Male,24,Delhi,ST,7.4,63.66,6.8,74.9,Hybrid,Auditory
601,ROLL0601,IT,B.Tech,AI,Female,18,Punjab,SC,1.5,96.46,6.12,49.63,Online,Auditory
602,ROLL0602,MCA,BCA,Data Science,Male,19,Bihar,SC,7.1,63.25,9.81,61.91,Traditional,Kinesthetic
603,ROLL0603,BCA,B.Tech,Software Engg,Male,23,Delhi,ST,8.2,92.92,9.73,67.6,Online,Auditory
604,ROLL0604,MCA,BCA,Cloud,Female,20,Bihar,OBC,7.7,89.52,8.09,74.13,Online,Visual
605,ROLL0605,ECE,B.Tech,AI,Female,18,Bihar,ST,7.9,77.1,6.82,70.72,Hybrid,Auditory
606,ROLL0606,ECE,MCA,Cyber Security,Male,22,Haryana,General,9.1,86.66,9.15,82.67,Online,Auditory
607,ROLL0607,CSE,B.Tech,AI,Male,19,Bihar,SC,4.7,94.95,8.55,64.09,Traditional,Auditory
608,ROLL0608,CSE,B.Tech,Cloud,Female,19,Haryana,General,6.8,97.45,6.26,76.76,Online,Visual
609,ROLL0609,IT,B.Tech,Cyber Security,Female,24,Punjab,SC,5.5,91.4,8.4,68.48,Hybrid,Visual
610,ROLL0610,CSE,MCA,Software Engg,Male,18,Delhi,OBC,1.5,79.64,9.71,47.93,Hybrid,Visual
611,ROLL0611,IT,MCA,Cyber Security,Male,22,Bihar,SC,7.9,76.39,8.62,70.2,Online,Auditory
612,ROLL0612,IT,BCA,Software Engg,Female,20,Bihar,ST,8.1,97.7,8.99,71.84,Traditional,Auditory
613,ROLL0613,MCA,B.Tech,Software Engg,Male,25,UP,General,8.3,87.41,6.44,69.86,Traditional,Kinesthetic
614,ROLL0614,BCA,MCA,Cyber Security,Female,21,Punjab,ST,6.0,70.2,8.97,62.41,Online,Auditory
615,ROLL0615,BCA,MCA,Cyber Security,Male,18,Delhi,OBC,8.9,93.12,6.86,79.51,Online,Kinesthetic
616,ROLL0616,IT,MCA,Software Engg,Male,22,Haryana,OBC,5.6,97.64,9.51,69.83,Hybrid,Kinesthetic
617,ROLL0617,CSE,MCA,Cloud,Female,22,Punjab,SC,9.1,63.11,9.32,78.84,Online,Kinesthetic
618,ROLL0618,IT,BCA,Data Science,Male,20,Punjab,ST,7.1,93.52,9.44,60.52,Traditional,Kinesthetic
619,ROLL0619,ECE,BCA,AI,Female,21,UP,ST,4.7,60.53,7.18,52.49,Traditional,Kinesthetic
620,ROLL0620,IT,B.Tech,AI,Male,25,Punjab,OBC,3.1,64.7,6.66,53.97,Hybrid,Auditory
621,ROLL0621,MCA,B.Tech,AI,Male,18,Bihar,OBC,8.8,81.28,9.16,78.27,Online,Visual
622,ROLL0622,BCA,MCA,Cloud,Male,20,UP,ST,4.7,89.3,9.53,54.91,Traditional,Auditory
623,ROLL0623,IT,B.Tech,Data Science,Male,25,UP,ST,3.0,80.77,8.43,52.11,Traditional,Kinesthetic
624,ROLL0624,IT,MCA,AI,Female,18,Haryana,ST,6.5,82.28,7.66,66.68,Online,Auditory
625,ROLL0625,CSE,B.Tech,AI,Female,20,Haryana,General,5.9,87.86,8.81,67.7,Hybrid,Visual
626,ROLL0626,CSE,B.Tech,AI,Male,18,UP,General,5.9,83.02,6.09,61.21,Hybrid,Kinesthetic
627,ROLL0627,MCA,BCA,AI,Female,22,Delhi,ST,5.5,97.33,7.76,66.55,Hybrid,Visual
628,ROLL0628,IT,MCA,AI,Female,24,Delhi,ST,7.9,87.16,9.09,75.69,Traditional,Visual
629,ROLL0629,CSE,BCA,Software Engg,Male,22,UP,General,4.8,60.72,9.17,64.17,Hybrid,Visual
630,ROLL0630,CSE,BCA,Cloud,Male,23,Haryana,ST,3.0,88.59,9.53,55.18,Online,Auditory
631,ROLL0631,CSE,BCA,Data Science,Male,20,Punjab,OBC,7.5,81.43,9.34,74.31,Hybrid,Auditory
632,ROLL0632,ECE,MCA,Data Science,Male,20,UP,ST,2.1,71.42,8.13,57.99,Online,Kinesthetic
633,ROLL0633,IT,BCA,Data Science,Male,26,Punjab,General,8.4,76.18,7.94,75.02,Online,Kinesthetic
634,ROLL0634,ECE,B.Tech,Cloud,Male,25,Punjab,SC,8.2,96.07,6.81,73.61,Online,Auditory
635,ROLL0635,CSE,MCA,Data Science,Male,19,UP,OBC,8.9,75.58,8.17,73.67,Traditional,Kinesthetic
636,ROLL0636,ECE,BCA,Software Engg,Female,20,UP,General,5.6,99.57,6.93,67.86,Online,Visual
637,ROLL0637,MCA,B.Tech,AI,Female,21,Punjab,ST,3.0,74.02,7.49,58.07,Hybrid,Kinesthetic
638,ROLL0638,CSE,BCA,Software Engg,Female,19,Punjab,General,1.4,74.0,9.72,51.11,Online,Kinesthetic
639,ROLL0639,BCA,MCA,Cloud,Male,26,Haryana,SC,7.0,79.36,6.02,73.99,Hybrid,Kinesthetic
640,ROLL0640,IT,MCA,Cloud,Male,24,Delhi,ST,6.2,77.04,8.19,71.94,Online,Kinesthetic
641,ROLL0641,ECE,BCA,Cloud,Female,24,Punjab,ST,7.1,90.34,6.06,74.64,Hybrid,Visual
642,ROLL0642,CSE,MCA,Cloud,Female,18,UP,ST,7.0,73.88,7.56,66.41,Online,Kinesthetic
643,ROLL0643,MCA,B.Tech,AI,Male,22,UP,SC,3.3,84.22,7.73,62.55,Online,Kinesthetic
644,ROLL0644,MCA,B.Tech,AI,Male,23,Punjab,SC,6.7,66.26,7.9,72.16,Online,Kinesthetic
645,ROLL0645,CSE,BCA,Cyber Security,Male,18,UP,ST,4.5,83.54,6.74,68.67,Online,Kinesthetic
646,ROLL0646,ECE,B.Tech,Cloud,Female,24,UP,SC,6.3,65.35,7.78,70.33,Online,Visual
647,ROLL0647,CSE,B.Tech,Cloud,Female,23,Bihar,ST,6.9,91.85,7.09,65.24,Hybrid,Kinesthetic
648,ROLL0648,MCA,B.Tech,Software Engg,Female,22,Punjab,OBC,7.7,69.0,8.11,77.55,Online,Auditory
649,ROLL0649,ECE,MCA,Cloud,Male,21,Haryana,General,7.3,68.75,8.38,76.14,Hybrid,Auditory
650,ROLL0650,MCA,BCA,Software Engg,Male,22,Bihar,ST,5.2,99.33,9.15,59.44,Traditional,Kinesthetic
651,ROLL0651,MCA,MCA,AI,Male,22,Punjab,OBC,7.7,66.02,6.87,64.6,Hybrid,Visual
652,ROLL0652,CSE,BCA,Software Engg,Female,19,Punjab,ST,9.0,92.97,8.52,75.7,Online,Kinesthetic
653,ROLL0653,MCA,B.Tech,Cloud,Female,24,UP,SC,8.1,77.16,6.8,82.93,Online,Auditory
654,ROLL0654,BCA,BCA,AI,Male,18,Delhi,SC,10.0,93.02,9.38,80.52,Hybrid,Visual
655,ROLL0655,MCA,B.Tech,Software Engg,Male,20,UP,ST,6.2,62.69,6.38,72.38,Hybrid,Kinesthetic
656,ROLL0656,CSE,MCA,Cyber Security,Male,18,Haryana,ST,10.0,69.66,6.16,83.06,Traditional,Auditory
657,ROLL0657,IT,B.Tech,Software Engg,Female,22,Haryana,ST,9.7,95.67,9.4,78.15,Traditional,Visual
658,ROLL0658,BCA,B.Tech,Cloud,Female,19,Bihar,General,3.1,60.58,9.06,59.12,Traditional,Kinesthetic
659,ROLL0659,MCA,B.Tech,Software Engg,Female,20,Bihar,SC,7.4,72.36,6.53,71.18,Hybrid,Visual
660,ROLL0660,CSE,BCA,Software Engg,Female,26,Haryana,General,6.6,94.58,8.35,69.82,Online,Visual
661,ROLL0661,CSE,BCA,AI,Female,26,Bihar,SC,1.6,85.53,8.93,50.61,Traditional,Visual
662,ROLL0662,IT,BCA,Software Engg,Female,19,Delhi,General,3.1,83.87,9.71,61.34,Online,Visual
663,ROLL0663,IT,MCA,Software Engg,Male,21,Punjab,SC,4.1,81.11,6.85,67.89,Online,Visual
664,ROLL0664,IT,BCA,Data Science,Female,19,Bihar,SC,9.5,80.16,9.8,81.25,Hybrid,Auditory
665,ROLL0665,CSE,B.Tech,Cloud,Female,24,Delhi,General,4.3,94.55,6.44,63.91,Online,Auditory
666,ROLL0666,CSE,B.Tech,Data Science,Male,23,Delhi,ST,7.2,87.89,8.59,74.86,Online,Visual
667,ROLL0667,IT,BCA,Cyber Security,Female,23,Punjab,General,2.4,85.44,8.4,60.01,Online,Auditory
668,ROLL0668,BCA,MCA,Software Engg,Female,19,Punjab,ST,6.2,78.12,9.79,64.2,Hybrid,Kinesthetic
669,ROLL0669,ECE,BCA,Cloud,Female,23,Delhi,General,1.2,91.16,8.44,57.83,Online,Visual
670,ROLL0670,BCA,BCA,Software Engg,Male,19,Haryana,ST,7.2,96.41,8.56,74.1,Traditional,Auditory
671,ROLL0671,MCA,MCA,AI,Female,25,UP,OBC,6.2,71.08,9.69,77.38,Traditional,Auditory
672,ROLL0672,ECE,MCA,AI,Male,18,Delhi,OBC,6.3,88.11,6.27,76.77,Online,Kinesthetic
673,ROLL0673,MCA,MCA,Software Engg,Female,25,UP,SC,6.5,95.24,9.53,63.85,Online,Visual
674,ROLL0674,MCA,B.Tech,Data Science,Male,26,Haryana,OBC,2.8,89.5,7.15,61.51,Hybrid,Visual
675,ROLL0675,ECE,MCA,AI,Male,25,UP,OBC,10.0,61.2,9.59,81.44,Online,Visual
676,ROLL0676,BCA,B.Tech,Cloud,Female,24,Haryana,SC,9.5,91.04,6.51,78.87,Traditional,Auditory
677,ROLL0677,BCA,BCA,Software Engg,Male,19,UP,ST,4.9,75.84,8.68,63.08,Hybrid,Kinesthetic
678,ROLL0678,IT,BCA,Software Engg,Female,21,Punjab,General,1.6,68.43,6.92,58.08,Traditional,Visual
679,ROLL0679,MCA,BCA,Software Engg,Male,22,Delhi,OBC,1.5,97.7,6.3,60.66,Online,Kinesthetic
